Data,Vendedor,Cliente,Região,Produto,Valor
44041,João,Jefferson Gracio,Norte,Python,450
44041,João,Alana Mello,Sul,Python,450
44042,Marcus,Vicente Gouvêa,Nordeste,Power BI,300
44042,Diego,Viviane Domingues,Sul,VBA,600
44042,Marcus,Thainá Gabrielle,Sudeste,Power BI,300
44043,Marcus,Thaisa Franco,Centro-Oeste,VBA,600
44043,Paulo,Rebeca Tiradentes,Norte,Python,450
44043,Alon,João Sodré,Sudeste,VBA,600
44043,Alon,Saranna Queiroz,Sudeste,VBA,600
44044,Diego,Micaele Borba,Sul,Python,450
44044,Gabriel,Yasmine Tavares,Sudeste,VBA,600
44044,Paulo,Érica Moss,Sudeste,VBA,600
44045,Paulo,Iago Fioravante,Centro-Oeste,Python,450
44046,Paulo,Cassandra Souza,Centro-Oeste,Python,450
44046,Gabriel,Thomas Bernardo,Nordeste,Excel,500
44046,Gabriel,Luiz Borba,Sudeste,VBA,600
44046,Gabriel,Julianna Vilachã,Sudeste,Python,450
44046,João,Ailton Cristina,Sudeste,VBA,600
44046,Marcus,Ysabella Rocha,Nordeste,Excel,500
44047,Paulo,Luize Carmo,Centro-Oeste,VBA,600
44047,Diego,Cassandra Lund,Nordeste,Python,450
44048,Paulo,Alexandre José,Sudeste,VBA,600
44048,Paulo,Giuseppe Francisca,Sudeste,Word,600
44048,Paulo,Heitor Provenzano,Norte,Word,600
44048,Paulo,Yasmine Penedo,Centro-Oeste,Word,600
44048,Gabriel,Marianna Villela,Norte,Power BI,300
44049,Gabriel,Leticia Soares,Sudeste,Word,600
44049,Paulo,Karollayne Arineli,Norte,Word,500
44050,Paulo,Lenon Fontenelle,Sul,Power BI,300
44050,Alon,Lígia Perim,Sudeste,Word,600
44051,Gabriel,Luize Luisa,Sudeste,Word,600
44051,Gabriel,Ives Miehrig,Sudeste,Word,600
44051,João,Itai Paula,Centro-Oeste,Power BI,300
44051,Marcus,Leticia Vaz,Norte,Power BI,300
44051,Paulo,Nathalie Castello,Sudeste,Word,600
44051,Diego,Giovanni Jean,Sudeste,Word,500
44051,Marcus,Marianne Sofia,Sudeste,Python,450
44052,João,Jorge Morais,Nordeste,Word,500
44052,Diego,Renata Malavolti,Sul,Word,500
44052,Marcus,Mauricio Faller,Sudeste,Word,600
44052,Alon,Livia Ventura,Centro-Oeste,Python,450
44052,João,Tomas Ambrosio,Sul,Word,500
44052,Diego,Laiza Licurci,Nordeste,VBA,600
44053,Gabriel,Willian Faria,Norte,Power BI,300
44053,Alon,Yuske Baruki,Norte,Python,450
44053,Paulo,Hiaiune Essaber,Sudeste,Power BI,300
44053,Gabriel,Eriko Costainara,Sudeste,Power BI,300
44054,João,Thiago Iane,Nordeste,Excel,500
44054,Alon,José Silva,Sudeste,VBA,600
44054,Diego,Barbara Reyna,Centro-Oeste,Python,450
44054,Diego,Luana Moutinho,Sul,Python,450
44055,Alon,Luana Nemitz,Sudeste,VBA,600
44055,João,Breno Amorim,Norte,Excel,500
44055,Alon,Fillipe Monteiro,Sudeste,Excel,500
44055,Gabriel,Yasmin Gallo,Sul,Power BI,300
44056,Alon,Débora Stockler,Sudeste,VBA,600
44056,Paulo,Graziela Silveira,Sudeste,Python,450
44056,Diego,Kassia Infante,Norte,Power BI,300
44056,Marcus,Julyanna Suzano,Sudeste,VBA,600
44056,Diego,Leonardo Nogueira,Norte,VBA,600
44057,Gabriel,Tainá Williams,Nordeste,Excel,500
44057,Gabriel,Lorena Hermano,Nordeste,Excel,500
44057,Diego,Yla Sousa,Sul,Python,450
44057,João,Suelen Nascimento,Norte,Excel,500
44058,Marcus,Higor Ronfini,Norte,Power BI,300
44058,Diego,Geani Brasil,Norte,Power BI,300
44058,Marcus,Iago Gouveia,Sul,Excel,500
44058,Diego,Nickole Figueiredo,Nordeste,Power BI,300
44058,Paulo,Isis Akerman,Sudeste,VBA,600
44058,Paulo,Julio Bello,Nordeste,Power BI,300
44058,Marcus,Andre Lima,Nordeste,Python,450
44058,Gabriel,Raffael Milani,Centro-Oeste,Python,450
44058,Marcus,Julia Baruki,Norte,Power BI,300
44059,João,Izadora Lobo,Sul,Power BI,300
44059,Alon,Daiana Fuchs,Sul,Power BI,300
44059,Marcus,Gizele Hermano,Norte,VBA,600
44059,Paulo,Nuno Smolarek,Centro-Oeste,Power BI,300
44060,Gabriel,Karollayne Helena,Sudeste,Excel,500
44060,Diego,Thayane Côrte-Real,Nordeste,Power BI,300
44060,Diego,Marcus Bensdorp,Sul,Power BI,300
44060,Alon,Pablo Madruga,Norte,VBA,600
44060,Gabriel,Ailton Cesar,Centro-Oeste,Power BI,300
44061,Paulo,Joel Cezar,Nordeste,Python,450
44062,Gabriel,Wesley Tostes,Centro-Oeste,Python,450
44062,Gabriel,Norman Costalforne,Nordeste,Power BI,300
44063,Gabriel,Rosana Freixo,Norte,Excel,500
44063,Diego,Chan Ferrer,Nordeste,Excel,500
44063,Marcus,Yasmine Filgueiras,Norte,VBA,600
44063,Diego,Sandro Coimbra,Norte,Python,450
44064,Gabriel,Melissa Bandeira,Centro-Oeste,VBA,600
44064,Gabriel,Heitor Nunes,Norte,VBA,600
44064,Paulo,Yasser Azeredo,Nordeste,Power BI,300
44065,Diego,Arnôr Raggi,Sudeste,VBA,600
44065,Paulo,Joao Emmerick,Nordeste,Excel,500
44065,Alon,Thamirez Domingues,Norte,Python,450
44065,Diego,Cecília Beatriz,Nordeste,Excel,500
44066,Diego,Marco Accardo,Sul,Excel,500
44067,Alon,Luize Francisca,Norte,Power BI,300
44068,Diego,Rebecca Furtado,Centro-Oeste,VBA,600
44068,Diego,Denilton Fagundes,Nordeste,Excel,500
44068,João,Daniella Fontenelle,Sul,Excel,500
44069,Gabriel,Rafael Lara,Sul,Python,450
44069,João,Lorena Peixoto,Sudeste,Power BI,300
44069,João,Fabio Miura,Norte,Power BI,300
44070,Alon,Leandro Paes,Sudeste,VBA,600
44070,Diego,Vivianne Duarte,Sul,Power BI,300
44070,Gabriel,Jose Essaber,Sul,Power BI,300
44070,Gabriel,Roberto Fontenelle,Sudeste,Excel,500
44071,Alon,Lohany Valladares,Centro-Oeste,Python,450
44071,Gabriel,Ângelo Ferreirinha,Sul,VBA,600
44073,João,Daniele Póvoa,Sudeste,Excel,500
44073,João,Giovanni Frederico,Sul,Python,450
44074,Paulo,Cynthia Montenegro,Norte,VBA,600
44074,Paulo,Wilson Magalhães,Norte,Python,450
44074,Diego,Arnôr Borba,Sul,Power BI,300
44074,Gabriel,Wendel Rubinstein,Centro-Oeste,Excel,500
44074,João,Taynná Carneiro,Sul,Python,450
44075,Alon,Raísa Moreno,Nordeste,Python,450
44076,João,Daniele Bezerra,Nordeste,Excel,500
44076,Gabriel,Thomaz Pellegrini,Nordeste,Power BI,300
44077,Paulo,Rafael Zidan,Nordeste,Power BI,300
44077,Alon,Roger Corrêa,Sudeste,Excel,500
44077,Gabriel,Wesley Barroso,Sul,VBA,600
44078,Marcus,Isabella Yumi,Nordeste,Python,450
44078,Paulo,Helvio Medeiros,Nordeste,Excel,500
44079,Marcus,Barbara Moss,Nordeste,Excel,500
44079,Marcus,Thadeu Soibelman,Sul,Power BI,300
44080,João,Marcia Leão,Sudeste,Python,450
44080,Diego,Jéssica Marcio,Norte,Power BI,300
44080,Alon,Cézar Naveiro,Nordeste,Excel,500
44081,Alon,Jeferson Froufe,Norte,Python,450
44081,Marcus,Bernardo Thamires,Norte,Python,450
44081,Paulo,Gerald Garcia,Sudeste,VBA,600
44082,Diego,Adriane Pires,Sudeste,VBA,600
44082,Alon,Ariel Francisco,Centro-Oeste,Power BI,300
44082,Gabriel,Raiza Scandiuzzi,Nordeste,Power BI,300
44084,Paulo,Tiago César,Sudeste,Power BI,300
44084,Alon,Alvaro Rubio,Nordeste,Excel,500
44084,Paulo,Nicholas Carelli,Centro-Oeste,Excel,500
44084,Marcus,Christian Jiun,Norte,Power BI,300
44084,Paulo,Jonnathan Tassara,Nordeste,Excel,500
44084,Paulo,Thamara Cozendey,Sudeste,Power BI,300
44084,Marcus,Alberto Cabral,Centro-Oeste,Power BI,300
44085,Alon,Yuske Rebello,Norte,Power BI,300
44085,Diego,Suelen Stellet,Nordeste,Excel,500
44086,Marcus,Paula Scalercio,Nordeste,Python,450
44086,Alon,Tomas Fangueiro,Sudeste,Excel,500
44086,Diego,Kallena Semeraro,Norte,Python,450
44087,João,Raiza Moraes,Sudeste,VBA,600
44088,Alon,Marcello Julia,Sudeste,Excel,500
44088,Diego,Marcus Gallo,Norte,VBA,600
44088,Gabriel,Wesley Guedes,Nordeste,Excel,500
44089,Marcus,Luca Fontenelle,Norte,VBA,600
44089,João,Ingra Aragão,Centro-Oeste,Excel,500
44089,Diego,Paula Cavalca,Sul,VBA,600
44089,Marcus,Enrico Borowicz,Sudeste,Python,450
44090,Paulo,Eriko Veloso,Sul,Excel,500
44090,Diego,Júlia Goulart,Nordeste,VBA,600
44090,Paulo,Daiana Moraes,Sul,VBA,600
44090,Alon,Josefe Fioretti,Nordeste,VBA,600
44091,Gabriel,Naiara Serra,Sudeste,Excel,500
44091,Gabriel,Joao Jorge,Sul,PowerPoint,300
44091,Marcus,Nathalia Neiva,Nordeste,Excel,500
44091,Marcus,Catarina Azevedo,Norte,VBA,600
44092,Marcus,Yuri Fernando,Sul,PowerPoint,450
44092,Marcus,Raul Espinosa,Nordeste,Excel,500
44093,Marcus,Clarissa Helena,Nordeste,PowerPoint,300
44093,Marcus,Alberto Balassiano,Sudeste,PowerPoint,300
44093,Gabriel,Adailton Chaves,Nordeste,PowerPoint,450
44093,Marcus,Wen Gabrielen,Nordeste,PowerPoint,450
44093,João,Maryanna Alledi,Sudeste,Word,600
44094,Marcus,Adrian Tostes,Norte,Word,500
44094,Alon,Vitor Ávila,Nordeste,Word,500
44094,Gabriel,Michelle Trevisan,Centro-Oeste,Word,450
44095,Paulo,Raiza Viana,Norte,Word,500
44095,Marcus,Luísa Costalforne,Centro-Oeste,Word,300
44095,Gabriel,Ingra Jorge,Sudeste,Word,500
44097,Diego,Cynthia Silvagasperi,Centro-Oeste,Word,600
44097,Diego,Eriko Jalles,Centro-Oeste,Word,300
44097,Alon,Edgard Sarria,Nordeste,Word,500
44097,Gabriel,Mirian Mendes,Norte,Word,300
44098,Marcus,Rodney Yumi,Sudeste,Word,600
44099,Diego,Rubyson Reyna,Norte,Power BI,300
44099,Alon,Izabella Jorge,Sudeste,Word,600
44100,Alon,Rodolfo Li,Norte,Power BI,300
44100,João,Laura Reis,Centro-Oeste,Power BI,300
44100,Marcus,Laiza Garambone,Sul,Power BI,300
44100,Gabriel,Raiza Rubin,Norte,Power BI,300
44101,Alon,Jennifer Salomao,Centro-Oeste,Python,450
44101,Paulo,Thales Miura,Nordeste,Power BI,300
44102,Marcus,Lara Reyna,Sudeste,Python,450
44102,Paulo,Raiam Rosa,Sul,Word,600
44102,Gabriel,Yasser Rozenbaum,Norte,Power BI,300
44102,Marcus,Isabela Emmerick,Norte,Word,600
44102,Alon,Paola La,Norte,Power BI,300
44102,Gabriel,Thauan Kohn,Centro-Oeste,Word,500
44102,Marcus,Venan Rossi,Norte,Excel,500
44102,Marcus,Flavio Arslanian,Nordeste,Excel,500
44103,Alon,Ingra Thury,Sul,Python,450
44103,Gabriel,Antonia Jundi,Sul,Python,450
44104,João,Wendel Coimbra,Nordeste,VBA,600
44104,Marcus,Reinaldo Fecha,Sudeste,VBA,600
44104,João,Ivan Yumi,Nordeste,Python,450
44104,Paulo,Alexandra do,Sudeste,Python,450
44104,Alon,Paloma Bretas,Norte,Power BI,300
44104,Gabriel,Yuske Furtado,Norte,Power BI,300
44104,Alon,Karine José,Norte,VBA,600
44105,João,Glenda Thome,Sudeste,Power BI,300
44105,Diego,Rebeca Fecha,Centro-Oeste,Python,450
44105,Diego,Caroll José,Norte,VBA,600
44105,Alon,Roger Menaged,Norte,Power BI,300
44105,Marcus,Ighor Sayuri,Centro-Oeste,Power BI,300
44106,Diego,Henrique Torres,Sudeste,Power BI,300
44106,Marcus,Karina Ventura,Nordeste,Excel,500
44106,Marcus,Luís Gitirana,Centro-Oeste,Power BI,300
44106,Diego,Bruno Berlandez,Sudeste,VBA,600
44107,Marcus,Bianca Rubim,Norte,Excel,500
44107,Marcus,Sandy Tavares,Centro-Oeste,Python,450
44107,Diego,Hiaiune Junqueira,Sul,Power BI,300
44107,Paulo,Mônica Casal,Sul,Power BI,300
44107,Diego,Lázaro Carelli,Nordeste,Power BI,300
44108,Paulo,Beatriz Silva,Norte,Excel,500
44108,João,Juliane Limp,Nordeste,Power BI,300
44109,Diego,Norbertho Carneiro,Sudeste,Power BI,300
44109,Marcus,Teresa Ferrer,Norte,VBA,600
44109,Marcus,Daniella Jalles,Norte,Python,450
44109,Diego,Thuany Garcia,Nordeste,Excel,500
44109,Marcus,Helvio Fioravante,Centro-Oeste,Power BI,300
44110,Diego,Alberto Bandeira,Sudeste,Power BI,300
44110,Alon,Elaine Eid,Sul,Excel,500
44110,Paulo,Cláudia Vilhena,Nordeste,Python,450
44110,Paulo,Leandro Gabrielle,Norte,Python,450
44110,Diego,Renato Berlandez,Nordeste,Python,450
44111,João,Alberto Neves,Sul,VBA,600
44111,Marcus,Tainah Freire,Sudeste,Python,450
44112,Paulo,Álvaro Vilachã,Sudeste,VBA,600
44112,João,Ivan Troccoli,Sul,VBA,600
44112,Alon,Eduardo Carmo,Sul,VBA,600
44113,Diego,Gleydson Vilaça,Sudeste,Power BI,300
44113,João,Glenda Madeira,Sul,VBA,600
44113,Alon,Helga Nemitz,Centro-Oeste,VBA,600
44114,Marcus,Marcela Madeira,Nordeste,Python,450
44115,Gabriel,Jackson Erthal,Centro-Oeste,Excel,500
44115,Gabriel,Marianne Leão,Sudeste,Excel,500
44115,Alon,Cleberson Helena,Sudeste,VBA,600
44115,Gabriel,Vinicius Veloso,Sudeste,VBA,600
44115,Diego,Nina Abramovitz,Centro-Oeste,Python,450
44116,Marcus,Marcio Nemitz,Nordeste,Excel,500
44116,Gabriel,Venan Bretas,Sudeste,Power BI,300
44117,Diego,Nuno Machado,Sudeste,VBA,600
44117,Marcus,Ives Casal,Norte,Python,450
44117,Diego,Walter Jiun,Sudeste,Excel,500
44118,Gabriel,Vívian Azeredo,Sudeste,Power BI,300
44118,Alon,Filipe Abranches,Centro-Oeste,Python,450
44118,Alon,Thayli Franca,Nordeste,Excel,500
44118,Alon,Livia Vinicius,Centro-Oeste,Excel,500
44118,Alon,Mirian Andréa,Sudeste,VBA,600
44119,João,Luana Vanzo,Sul,VBA,600
44119,Marcus,Luís Chagas,Sudeste,VBA,600
44119,Marcus,Vanessa Fioravante,Nordeste,Excel,500
44120,Paulo,Raíssa Perim,Norte,Python,450
44120,Paulo,Alex Freire,Sudeste,Power BI,300
44120,Gabriel,Silvana Garcia,Nordeste,Excel,500
44121,Alon,Nathália Paes,Sul,Python,450
44121,Diego,Julia Halinck,Centro-Oeste,Python,450
44121,Marcus,Arnôr Mac,Sudeste,Power BI,300
44122,Diego,Angelo Azevedo,Nordeste,Excel,500
44122,Marcus,Raffael Franca,Nordeste,Excel,500
44122,Diego,Andreia Rosario,Sudeste,VBA,600
44123,João,Thamires Mattos,Sudeste,Excel,500
44123,João,Dilson Carolina,Sudeste,VBA,600
44123,Diego,Khaio Campos,Sudeste,Power BI,300
44123,Alon,Mirian Ribas,Norte,Power BI,300
44123,Marcus,Denilton Monteiro,Norte,Excel,500
44123,Paulo,Hanna Baltar,Norte,Power BI,300
44124,Gabriel,Nuno Yosef,Sudeste,Python,450
44124,Alon,Thaiz Monte,Sul,VBA,600
44124,Diego,Silvio Yen,Sudeste,Excel,500
44124,João,Luísa Hermsdorff,Centro-Oeste,Power BI,300
44126,Paulo,Ary Francisco,Nordeste,Excel,500
44126,Diego,Cassio Yudi,Nordeste,Excel,500
44126,Paulo,Vinicius Halinck,Centro-Oeste,Python,450
44126,Diego,Poline Accardo,Norte,Excel,500
44126,João,Raul Latgé,Norte,Excel,500
44127,Marcus,Joyce Bernhardt,Sudeste,VBA,600
44127,Alon,Eduardo Li,Norte,Power BI,300
44127,Marcus,Mariane Fioravante,Norte,VBA,600
44128,Marcus,Julliana Gerhad,Nordeste,Power BI,300
44128,Diego,Giuseppe Senderowicz,Nordeste,Power BI,300
44129,Paulo,Ariel Ramos,Nordeste,Python,450
44130,João,Isabelle Fontenele,Sudeste,Excel,500
44132,Alon,Luiza Caetano,Sul,VBA,600
44132,Alon,Thaiz Freitas,Norte,Power BI,300
44132,João,Luiz Infante,Nordeste,Python,450
44133,Diego,Yla Silveira,Norte,Power BI,300
44133,Diego,Clarissa Fioravante,Norte,Excel,500
44133,Marcus,Adailton Baldanzi,Norte,VBA,600
44134,Gabriel,Álvaro Coimbra,Norte,Power BI,300
44134,Diego,Caroll Bruna,Sul,Python,450
44134,Marcus,Vicente Borba,Nordeste,Excel,500
44135,Paulo,Kassia Navega,Nordeste,Excel,500
44136,Alon,Helen Roças,Sul,Power BI,300
44136,Diego,Carolina Freitas,Norte,Python,450
44137,João,Raiza Montenegro,Norte,VBA,600
44137,João,Vladimir Fernandez,Sudeste,VBA,600
44137,Marcus,Marcos Abreu,Norte,Excel,500
44137,Marcus,Paula Piccinini,Norte,Python,450
44138,Marcus,Rubyson Caldas,Centro-Oeste,Excel,500
44138,Marcus,Adrian Stellet,Sudeste,VBA,600
44138,Marcus,Liara Martelotte,Sudeste,VBA,600
44138,João,Rhuan Pellegrini,Centro-Oeste,Power BI,300
44139,Marcus,Jonnathan Guilhem,Sudeste,VBA,600
44139,Marcus,Thomas Santos,Sudeste,VBA,600
44139,Alon,Stela Naveiro,Norte,VBA,600
44139,João,Julliana Coimbra,Sul,VBA,600
44139,Paulo,Karina Essaber,Centro-Oeste,VBA,600
44139,Alon,Luiza Felipe,Norte,PowerPoint,300
44140,Gabriel,Fabio Corrêa,Centro-Oeste,PowerPoint,300
44140,Gabriel,Julliana Gonzalez,Nordeste,PowerPoint,300
44140,Alon,Maike Titonelli,Sul,PowerPoint,450
44141,Paulo,Jessika Villar,Nordeste,Excel,500
44141,Gabriel,Leonardo Aballo,Norte,PowerPoint,300
44142,Gabriel,Julianna Helena,Centro-Oeste,Excel,500
44142,Gabriel,Barbara Abranches,Sudeste,PowerPoint,300
44142,João,Giulia Diogo,Norte,Excel,500
44143,Gabriel,Ivan Alledi,Norte,VBA,600
44143,Diego,Thomas Stockler,Norte,VBA,600
44143,Diego,Elio Moutinho,Norte,PowerPoint,450
44143,Gabriel,Yve Grion,Norte,PowerPoint,450
44143,João,Raianne Fróes,Sudeste,PowerPoint,300
44144,Diego,Tatiana Morais,Sudeste,PowerPoint,300
44144,Alon,Vinícius Jalles,Sul,PowerPoint,450
44144,Diego,Érico Silvastri,Norte,Excel,500
44144,Alon,Fabiane Rosario,Sudeste,PowerPoint,300
44145,Diego,Victória Elisa,Norte,Excel,500
44145,Alon,Yve Costalforne,Centro-Oeste,Excel,500
44145,Gabriel,Hiago Fioretti,Sudeste,PowerPoint,300
44145,Gabriel,Elizeu Miguel,Sudeste,PowerPoint,300
44145,Paulo,Igor Froufe,Sul,PowerPoint,450
44146,Marcus,Antonia Riany,Sudeste,VBA,600
44147,Paulo,Thales Antônio,Sudeste,VBA,600
44147,Paulo,Samuel Priscilla,Sudeste,PowerPoint,300
44147,Diego,Isis Franca,Sudeste,VBA,600
44147,Marcus,Lívia Limp,Nordeste,Excel,500
44147,Alon,Letícia Rubinstein,Sudeste,VBA,600
44148,João,Álvaro Ban,Norte,PowerPoint,450
44149,Gabriel,Luana Alledi,Norte,Python,450
44150,Paulo,Karline Thadeu,Norte,Excel,500
44151,Paulo,Emmanuel Costainara,Sudeste,VBA,600
44151,Marcus,Jonas Junqueira,Sudeste,Power BI,300
44151,Diego,Mariane Greici,Nordeste,Python,450
44151,Marcus,Paulo Rubinstein,Sudeste,Power BI,300
44152,Paulo,Andreia Felix,Sul,VBA,600
44152,Gabriel,Andreza Alves,Norte,Python,450
44153,Paulo,Dayane Costainara,Norte,Python,450
44153,Gabriel,Filippo Ribeiro,Norte,Excel,500
44154,Alon,Tiago Diogo,Sudeste,VBA,600
44154,Marcus,Teresa Abreu,Norte,Excel,500
44154,Marcus,Maria Henriques,Norte,Excel,500
44155,João,Nayne Baruki,Norte,Excel,500
44155,Paulo,Edgard Baltar,Nordeste,Power BI,300
44155,Paulo,Raiane Palha,Nordeste,VBA,600
44155,Alon,Luisa Júnior,Sul,Power BI,300
44156,Paulo,Gabriela Palha,Sudeste,Power BI,300
44156,Diego,Yohana Bretas,Centro-Oeste,Python,450
44156,Paulo,Gabrielle Moreno,Centro-Oeste,Python,450
44157,Paulo,Suelen Silvestre,Norte,Excel,500
44157,Marcus,Catarina Menezes,Nordeste,Excel,500
44157,Paulo,Willian Queiroz,Nordeste,VBA,600
44157,João,Wendela Coelho,Norte,Excel,500
44158,Marcus,Dilson Noronha,Centro-Oeste,Excel,500
44159,Paulo,Andre Bastos,Sudeste,Excel,500
44159,Alon,Micaele Machado,Sudeste,VBA,600
44159,Diego,Cláudia Campos,Norte,Python,450
44159,Alon,Leonardo Campos,Norte,Excel,500
44159,Gabriel,Micaele Fangueiro,Norte,Power BI,300
44160,Diego,Júlio Bitencourt,Sul,PowerPoint,450
44160,Paulo,Helga Caetano,Nordeste,PowerPoint,450
44161,Diego,Juan Farah,Centro-Oeste,PowerPoint,450
44161,Gabriel,Yasser Alves,Centro-Oeste,PowerPoint,300
44161,Diego,Ulisses Roças,Nordeste,PowerPoint,450
44161,Gabriel,Saranna Miranda,Norte,PowerPoint,300
44161,João,Vivianne Navega,Nordeste,VBA,600
44162,Marcus,Andréia La,Nordeste,PowerPoint,450
44163,João,Norbertho Ione,Norte,PowerPoint,300
44164,João,Alessandra Gitirana,Centro-Oeste,Excel,500
44165,Diego,Wen Fragoso,Sul,PowerPoint,300
44165,Marcus,Liz Gouveia,Norte,VBA,600
44166,Alon,Yohanan Prota,Nordeste,PowerPoint,450
44166,Marcus,Caroll Comas,Norte,PowerPoint,300
44166,Gabriel,Leandro Freitas,Norte,Power BI,300
44166,Paulo,Raul Rozenbaum,Centro-Oeste,VBA,600
44166,João,Cleo Cesar,Centro-Oeste,Power BI,300
44166,Alon,Ana Freire,Norte,Excel,500
44166,Gabriel,Breno Rabelo,Nordeste,Excel,500
44168,Marcus,Francisco Rayol,Nordeste,Excel,500
44168,Gabriel,Vitor Pinto,Centro-Oeste,Python,450
44168,Marcus,Paula Cerqueira,Sudeste,VBA,600
44168,Marcus,Luize Luís,Sudeste,VBA,600
44168,João,Thaiz Costainara,Nordeste,Python,450
44168,Gabriel,Joel Fernandes,Norte,Python,450
44169,Marcus,Fernanda Freixo,Norte,Python,450
44169,João,Alfredo Barrionuevo,Norte,Python,450
44169,Paulo,Jackson Roberto,Sul,Power BI,300
44170,Paulo,Wilson Bandeira,Norte,Excel,500
44170,Gabriel,Mariana Thadeu,Nordeste,Excel,500
44170,Diego,Cinthia Roças,Nordeste,Excel,500
44170,Alon,Bárbara Cristine,Norte,Excel,500
44170,João,Amanda Flôr,Sudeste,Power BI,300
44171,Gabriel,Bernardo Cortes,Norte,VBA,600
44171,Alon,Mariana Carelli,Centro-Oeste,Excel,500
44171,Gabriel,Jonnathan Gabrielle,Sudeste,VBA,600
44172,João,Edjailma Chaves,Sudeste,Python,450
44172,Alon,Isabelly Flavio,Norte,Power BI,300
44172,Marcus,Geani Mello,Sudeste,VBA,600
44173,João,César Luiza,Norte,VBA,600
44173,Paulo,Deysiane Mineiro,Norte,Excel,500
44173,Marcus,Krissia Teles,Norte,VBA,600
44174,Diego,Millena César,Nordeste,VBA,600
44174,Gabriel,Manuela Monteiro,Sudeste,VBA,600
44174,Paulo,Itai Nobili,Nordeste,Excel,500
44174,Marcus,César Flores,Sudeste,Excel,500
44174,Diego,Evelyn Bailly,Norte,VBA,600
44174,Alon,Roger Morais,Sudeste,VBA,600
44174,Gabriel,Alexandre Stockler,Nordeste,Excel,500
44175,Paulo,Sandy Andréa,Sudeste,Python,450
44175,Diego,Leon Monte,Nordeste,Excel,500
44175,Gabriel,Samuel Monteiro,Norte,Python,450
44175,Alon,Elvis Miranda,Sudeste,Python,450
44175,Marcus,Ângelo Andréa,Sudeste,Python,450
44176,Gabriel,Lucca Pisani,Sul,VBA,600
44176,João,Yasser Aballo,Sul,VBA,600
44177,Diego,Glaucia Hudson,Norte,Excel,500
44177,Diego,Jose Berlandez,Centro-Oeste,Python,450
44177,João,Clarissa Sant'Anna,Norte,VBA,600
44177,Diego,Murillo Correa,Sul,Power BI,300
44177,Alon,Ailton Pires,Sul,Power BI,300
44178,João,Cesar Tkotz,Norte,VBA,600
44178,João,Venan Fernando,Centro-Oeste,Python,450
44178,Alon,Filippo Vilas,Centro-Oeste,Excel,500
44178,Gabriel,Marcia Villela,Centro-Oeste,Excel,500
44179,Alon,Jeronimo Said,Sudeste,Excel,500
44179,Gabriel,Gizele Gomes,Centro-Oeste,Excel,500
44179,Marcus,Thaisa Otavio,Nordeste,VBA,600
44180,Marcus,Giovanna Coutinho,Sudeste,Power BI,300
44180,Gabriel,Suelen Henrique,Sudeste,Excel,500
44181,Paulo,Marcele Rosa,Sudeste,Power BI,300
44181,Marcus,Saranna Jalles,Sul,VBA,600
44181,João,Ian Póvoa,Sul,Power BI,300
44181,Paulo,Daniella Rocha,Sudeste,VBA,600
44182,Marcus,Roberta Stockler,Norte,Python,450
44182,Gabriel,Raul Yumi,Centro-Oeste,Python,450
44182,Marcus,Ester Ban,Sul,VBA,600
44182,Gabriel,Ruan Castello,Norte,Power BI,300
44183,Gabriel,Arthur Blanc,Sudeste,VBA,600
44183,Diego,Hiago Cisneiros,Sudeste,Power BI,300
44183,Alon,Cinthia Miura,Nordeste,Python,450
44183,Diego,Alan Caffaro,Centro-Oeste,Python,450
44183,Marcus,Rayssa Palhota,Norte,Python,450
44184,Marcus,Juan Barrionuevo,Sudeste,VBA,600
44184,Diego,Eduardo Hejda,Sul,Power BI,300
44184,Diego,Vladimir Freire,Sudeste,VBA,600
44185,Paulo,Yohanan Farah,Norte,Excel,500
44185,Paulo,Mariane Pisani,Sudeste,VBA,600
44185,Paulo,Jéssica Rosa,Centro-Oeste,VBA,600
44186,João,Isabelle Russo,Nordeste,Power BI,300
44186,Marcus,Catarina Russo,Sudeste,VBA,600
44186,João,Jessika Cabral,Norte,Excel,500
44186,Marcus,Ariel Borba,Sul,Python,450
44186,Marcus,Glaucia Perim,Sudeste,VBA,600
44187,Diego,Christine Lopes,Centro-Oeste,Power BI,300
44187,Gabriel,Juan Ferreirinha,Nordeste,VBA,600
44187,Gabriel,Carlos Aya,Norte,VBA,600
44187,João,Júlia Cravo,Sudeste,VBA,600
44187,Alon,Alex Aparecida,Sul,VBA,600
44188,Diego,Julyanna Alvarez,Centro-Oeste,Python,450
44188,Gabriel,Raiam Ognibene,Sudeste,VBA,600
44188,Gabriel,Raíza Linhares,Centro-Oeste,Python,450
44189,Gabriel,Leandro Whitaker,Sul,Power BI,300
44189,Diego,Júlia Bizzo,Sul,Python,450
44189,Alon,Sylvia Mosqueira,Centro-Oeste,Power BI,300
44189,Marcus,Thomaz Filgueiras,Nordeste,Excel,500
44189,Alon,Mauricio Ziegler,Norte,Power BI,300
44189,Gabriel,Alessandra Chaves,Sul,Python,450
44189,Paulo,Taís Mendes,Norte,Power BI,300
44190,Gabriel,Mateus Motta,Centro-Oeste,Python,450
44190,João,Filippo Brendalina,Nordeste,PowerPoint,450
44191,João,Caroll Primo,Centro-Oeste,PowerPoint,450
44191,Paulo,Cesar Brasil,Sul,PowerPoint,450
44192,Alon,Gil Zidan,Centro-Oeste,PowerPoint,300
44192,Gabriel,Helga Williams,Norte,Excel,500
